Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode,
33,No,Travel_Rarely,Research & Development,4,Female,2,1,Research Scientist,2,Married,2622,6,No,21,4,0,7,3,3,1,1,Post-Graduation,05-04-2018,,Dept.Head,WFH,1,1,Yes,Recruiter,Contract,
32,Yes,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,3,1,2,PHD,21-02-2018,,Work Environment,OFFICE,0,1,Yes,Job Event,FullTime,
39,No,Travel_Rarely,Research & Development,1,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,7,1,3,1,2,PHD,25-03-2018,,Work Environment,OFFICE,5,2,Yes,Recruiter,Contract,
32,No,Non-Travel,Sales,26,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,0,4,2,3,2,2,Post-Graduation,12-04-2018,,Salary,OFFICE,3,1,No,Job Portal,Part Time,
37,No,Travel_Rarely,Research & Development,1,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,17,2,3,0,2,PHD,26-06-2018,,Work Environment,WFH,5,1,Yes,Recruiter,Part Time,
45,No,Travel_Frequently,Research & Development,7,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,1,9,1,3,0,2,Post-Graduation,17-04-2018,,Dept.Head,OFFICE,1,3,No,Job Event,FullTime,
42,No,Travel_Rarely,Research & Development,17,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,0,10,1,3,0,2,Post-Graduation,15-04-2018,,Work Environment,OFFICE,3,1,No,Recruiter,Contract,
29,No,Travel_Rarely,Sales,20,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,1,10,2,3,0,2,Graduation,27-04-2018,,Work Environment,OFFICE,4,2,Yes,Recruiter,Contract,
21,No,Travel_Rarely,Research & Development,3,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,0,3,4,3,1,0,Graduation,20-03-2018,,Dept.Head,WFH,2,0,No,Job Portal,Part Time,
26,Yes,Travel_Rarely,Research & Development,16,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,0,2,12th,10-05-2018,,Salary,OFFICE,2,2,Yes,Walk-in,Contract,
49,No,Travel_Frequently,Research & Development,10,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,0,22,4,3,1,2,Graduation,24-02-2018,,Dept.Head,WFH,3,2,No,Walk-in,FullTime,
28,Yes,Travel_Rarely,Research & Development,2,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,0,5,4,3,2,2,12th,20-05-2018,,Salary,OFFICE,2,3,Yes,Recruiter,FullTime,
47,No,Travel_Rarely,Research & Development,5,Male,3,5,Research Director,3,Married,18300,4,No,11,3,1,21,2,3,1,1,12th,23-06-2018,,Work Accident,WFH,1,2,No,Walk-in,FullTime,
29,No,Travel_Rarely,Research & Development,9,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,0,4,2,3,2,2,PHD,23-06-2018,,Dept.Head,WFH,1,0,Yes,Job Event,Part Time,
42,No,Travel_Rarely,Human Resources,2,Male,3,1,Human Resources,3,Divorced,2696,0,Yes,11,3,1,4,5,3,1,0,Graduation,09-01-2018,,Work Accident,OFFICE,4,2,No,Job Event,Contract,
21,Yes,Travel_Frequently,Sales,1,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,3,1,2,PHD,26-03-2018,,Work Environment,WFH,3,1,No,Job Event,Part Time,
57,No,Travel_Rarely,Research & Development,1,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,0,15,2,3,1,2,Graduation,04-02-2018,,Work Accident,WFH,4,1,Yes,Job Event,Contract,
21,No,Non-Travel,Sales,9,Male,3,1,Sales Representative,4,Single,2610,1,No,24,4,0,3,3,3,2,2,Graduation,01-05-2018,,Dept.Head,OFFICE,3,2,No,Job Portal,Contract,
29,No,Travel_Rarely,Research & Development,23,Male,3,1,Research Scientist,4,Single,2201,9,No,16,3,0,6,4,3,1,2,Post-Graduation,13-02-2018,,Dept.Head,WFH,3,0,Yes,Recruiter,FullTime,
34,No,Non-Travel,Sales,4,Female,3,2,Sales Executive,3,Married,6538,9,No,15,3,1,6,3,3,1,2,PHD,03-05-2018,,Work Accident,OFFICE,4,2,Yes,Job Event,Contract,
43,No,Travel_Frequently,Research & Development,21,Male,3,1,Laboratory Technician,4,Married,2258,7,No,20,4,1,8,1,3,1,2,Post-Graduation,20-04-2018,,Dept.Head,WFH,3,1,No,Job Portal,Contract,
26,No,Travel_Rarely,Research & Development,23,Female,3,1,Research Scientist,4,Divorced,2886,1,No,22,4,2,3,3,3,0,2,PHD,07-06-2018,,Salary,OFFICE,2,2,No,Recruiter,Contract,
46,No,Travel_Rarely,Research & Development,2,Male,3,4,Research Director,3,Married,17861,6,No,13,3,0,26,2,3,0,1,Post-Graduation,23-03-2018,,Better Opportunity,WFH,2,0,No,Recruiter,Contract,
46,No,Travel_Rarely,Sales,10,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,1,15,3,3,1,2,12th,10-03-2018,,Work Accident,WFH,0,1,Yes,Walk-in,Contract,
30,No,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,0,4,3,3,1,2,Post-Graduation,01-06-2018,,Dept.Head,OFFICE,2,0,No,Walk-in,Contract,
34,Yes,Travel_Frequently,Human Resources,23,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,2,3,0,2,PHD,08-02-2018,,Work Accident,WFH,0,2,No,Job Portal,FullTime,
29,No,Travel_Rarely,Research & Development,19,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,12,3,2,8,2,3,1,2,Graduation,04-05-2018,,Dept.Head,OFFICE,2,3,No,Job Event,Contract,
31,Yes,Travel_Rarely,Sales,13,Male,3,2,Sales Executive,1,Divorced,4233,2,No,17,3,0,9,2,3,1,2,12th,16-05-2018,,Dept.Head,WFH,4,2,No,Recruiter,Contract,
35,No,Travel_Rarely,Research & Development,25,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,3,0,9,3,3,0,2,Post-Graduation,06-01-2018,,Dept.Head,OFFICE,2,1,No,Job Event,Part Time,
37,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,1,17,3,3,1,0,12th,02-04-2018,,Work Environment,OFFICE,4,0,Yes,Job Portal,FullTime,
48,No,Travel_Rarely,Research & Development,1,Female,2,4,Manager,1,Married,15402,7,No,11,3,1,21,3,3,0,2,12th,22-02-2018,,Work Accident,WFH,4,1,Yes,Recruiter,Part Time,
21,No,Travel_Rarely,Sales,22,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,0,3,2,3,1,2,12th,27-03-2018,,Work Environment,WFH,4,0,Yes,Recruiter,Contract,
26,No,Travel_Rarely,Research & Development,6,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,1,3,2,3,0,2,PHD,06-03-2018,,Better Opportunity,OFFICE,5,2,No,Job Portal,FullTime,
36,No,Travel_Rarely,Research & Development,9,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,1,13,2,3,0,2,Graduation,07-01-2018,,Better Opportunity,OFFICE,5,2,No,Walk-in,FullTime,
23,No,Travel_Rarely,Research & Development,4,Male,4,1,Research Scientist,1,Married,2819,2,No,16,3,1,5,3,3,0,2,PHD,05-05-2018,,Work Environment,OFFICE,5,1,No,Walk-in,Part Time,
25,No,Travel_Rarely,Sales,8,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,1,4,4,3,1,2,12th,08-02-2018,,Better Opportunity,WFH,1,0,No,Job Portal,FullTime,
35,No,Travel_Rarely,Sales,8,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,1,3,1,3,0,2,Post-Graduation,29-05-2018,,Better Opportunity,WFH,1,1,Yes,Job Portal,Part Time,
34,No,Travel_Rarely,Sales,8,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,1,6,1,3,1,2,Post-Graduation,01-05-2018,,Work Environment,OFFICE,3,2,Yes,Recruiter,Part Time,
33,Yes,Travel_Rarely,Sales,16,Female,3,2,Sales Executive,1,Single,5324,5,No,15,3,0,6,3,3,0,2,Post-Graduation,23-02-2018,,Work Accident,OFFICE,1,3,No,Job Portal,Contract,
34,No,Travel_Rarely,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,1,4,1,3,0,2,Post-Graduation,14-04-2018,,Salary,WFH,0,1,No,Job Event,FullTime,
44,No,Travel_Rarely,Research & Development,8,Male,4,1,Laboratory Technician,4,Married,2818,2,Yes,24,4,1,10,2,3,0,2,12th,24-01-2018,,Work Accident,WFH,4,2,No,Recruiter,FullTime,
32,No,Non-Travel,Research & Development,1,Male,3,1,Laboratory Technician,4,Divorced,2314,0,No,12,3,1,4,2,3,0,2,PHD,08-01-2018,,Work Accident,OFFICE,1,2,Yes,Job Portal,FullTime,
29,Yes,Travel_Rarely,Sales,1,Female,2,1,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,5,3,3,0,2,PHD,03-01-2018,,Work Accident,OFFICE,1,2,No,Job Portal,FullTime,
47,No,Travel_Rarely,Sales,2,Female,2,1,Sales Representative,4,Single,3294,1,Yes,18,3,0,3,3,3,1,2,Post-Graduation,28-04-2018,,Better Opportunity,WFH,0,2,Yes,Job Portal,Part Time,
22,Yes,Travel_Rarely,Research & Development,3,Female,3,2,Manufacturing Director,3,Married,4171,0,Yes,19,3,1,4,3,3,0,2,Post-Graduation,11-04-2018,,Dept.Head,OFFICE,5,2,No,Recruiter,Contract,
33,No,Travel_Rarely,Research & Development,1,Male,2,1,Research Scientist,1,Single,2799,3,Yes,11,3,0,6,1,3,0,2,PHD,22-01-2018,,Work Environment,OFFICE,4,3,Yes,Recruiter,Part Time,
32,No,Non-Travel,Research & Development,1,Female,2,1,Laboratory Technician,2,Married,2332,6,No,20,4,0,5,3,3,0,2,Post-Graduation,09-04-2018,,Salary,WFH,3,3,Yes,Recruiter,Part Time,
29,No,Travel_Frequently,Sales,20,Female,3,1,Sales Representative,4,Married,2157,1,No,15,3,1,3,5,3,0,2,PHD,16-05-2018,,Salary,WFH,3,1,Yes,Recruiter,Part Time,
31,Yes,Non-Travel,Research & Development,9,Male,2,1,Research Scientist,1,Single,2321,0,Yes,22,4,0,4,0,3,1,2,PHD,27-04-2018,,Dept.Head,OFFICE,1,1,Yes,Recruiter,FullTime,
33,No,Travel_Rarely,Research & Development,13,Female,3,1,Research Scientist,4,Single,3452,3,No,18,3,0,5,4,3,0,2,Post-Graduation,01-03-2018,,Work Environment,OFFICE,5,2,No,Job Portal,FullTime,
30,Yes,Travel_Frequently,Research & Development,5,Female,3,1,Laboratory Technician,2,Single,2422,0,No,17,3,0,4,3,3,1,2,Post-Graduation,07-03-2018,,Dept.Head,OFFICE,1,1,Yes,Walk-in,Part Time,
27,No,Travel_Rarely,Research & Development,2,Female,3,2,Manufacturing Director,4,Married,4227,0,No,18,3,1,4,2,3,2,2,Graduation,09-03-2018,,Work Environment,OFFICE,5,2,No,Job Portal,FullTime,
35,No,Travel_Rarely,Research & Development,10,Male,3,1,Laboratory Technician,4,Divorced,3917,1,No,20,4,1,3,4,3,1,2,PHD,08-02-2018,,Better Opportunity,WFH,2,0,Yes,Job Portal,Part Time,
26,Yes,Travel_Frequently,Research & Development,2,Male,3,1,Research Scientist,1,Married,2042,6,Yes,14,3,1,6,2,3,1,2,12th,02-03-2018,,Salary,OFFICE,5,3,Yes,Walk-in,Contract,
27,No,Non-Travel,Research & Development,8,Male,1,1,Laboratory Technician,3,Married,4621,1,No,19,3,3,3,4,3,1,2,12th,17-06-2018,,Better Opportunity,WFH,0,0,No,Job Portal,FullTime,
55,No,Travel_Frequently,Research & Development,2,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,1,23,4,3,1,2,Post-Graduation,30-06-2018,,Work Accident,OFFICE,1,3,Yes,Recruiter,Contract,
33,No,Travel_Rarely,Research & Development,5,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,9,2,3,1,2,Post-Graduation,02-05-2018,,Work Environment,WFH,4,0,Yes,Job Event,FullTime,
33,No,Travel_Frequently,Sales,7,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,1,4,3,3,0,2,Post-Graduation,03-02-2018,,Better Opportunity,OFFICE,5,2,No,Job Portal,Part Time,
34,No,Travel_Frequently,Research & Development,2,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,0,5,3,3,0,2,12th,05-03-2018,,Better Opportunity,OFFICE,4,1,No,Job Portal,Contract,
28,No,Travel_Frequently,Research & Development,6,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,1,3,2,3,0,2,Post-Graduation,30-01-2018,,Work Environment,WFH,4,3,No,Recruiter,Part Time,
45,No,Travel_Rarely,Research & Development,7,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,1,7,2,3,0,2,Post-Graduation,30-03-2018,,Salary,OFFICE,0,1,Yes,Job Portal,FullTime,
29,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,3,3,5,3,1,2,PHD,14-06-2018,,Better Opportunity,WFH,0,2,Yes,Job Event,Contract,
34,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,0,4,3,3,0,2,Post-Graduation,25-02-2018,,Dept.Head,OFFICE,1,3,No,Walk-in,FullTime,
35,No,Travel_Rarely,Research & Development,6,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,0,4,3,3,2,2,Post-Graduation,03-03-2018,,Work Environment,WFH,0,2,No,Recruiter,FullTime,
28,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,0,5,2,3,1,2,Post-Graduation,18-04-2018,,Work Accident,OFFICE,3,1,Yes,Walk-in,Part Time,
50,No,Travel_Rarely,Research & Development,28,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,0,25,2,3,1,2,12th,04-05-2018,,Work Accident,OFFICE,0,1,Yes,Job Portal,Part Time,
31,Yes,Travel_Frequently,Sales,1,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,0,3,2,3,2,2,12th,11-04-2018,,Dept.Head,OFFICE,4,3,No,Recruiter,Part Time,
44,Yes,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,0,10,4,3,1,2,Post-Graduation,17-04-2018,,Dept.Head,OFFICE,1,1,Yes,Walk-in,FullTime,
25,No,Travel_Rarely,Research & Development,19,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,7,6,3,1,2,Post-Graduation,03-05-2018,,Salary,OFFICE,3,0,No,Walk-in,FullTime,
32,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,3,4,3,3,1,2,PHD,08-06-2018,,Work Environment,WFH,2,3,No,Job Event,Contract,
25,No,Travel_Rarely,Sales,18,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,0,6,3,3,1,2,PHD,02-01-2018,,Salary,WFH,0,0,Yes,Job Portal,FullTime,
37,No,Travel_Rarely,Research & Development,11,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,0,8,6,3,0,2,12th,20-02-2018,,Salary,OFFICE,5,2,Yes,Walk-in,FullTime,
25,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,1,7,2,3,0,2,Post-Graduation,24-03-2018,,Work Environment,WFH,1,3,No,Job Portal,FullTime,
30,No,Travel_Rarely,Sales,7,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,2,8,3,3,0,2,12th,16-01-2018,,Salary,OFFICE,4,2,No,Recruiter,Part Time,
31,No,Travel_Rarely,Research & Development,8,Female,3,4,Research Director,2,Single,16422,3,No,11,3,0,9,3,3,1,0,12th,18-05-2018,,Work Accident,OFFICE,5,3,Yes,Recruiter,Part Time,
36,No,Travel_Rarely,Sales,16,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,2,11,3,3,0,2,PHD,20-03-2018,,Work Accident,WFH,2,2,Yes,Recruiter,FullTime,
25,Yes,Travel_Rarely,Sales,9,Male,2,1,Sales Representative,1,Married,4400,3,No,12,3,0,6,2,3,2,2,12th,07-06-2018,,Better Opportunity,WFH,0,2,Yes,Job Portal,Part Time,
56,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,1,Married,2066,2,No,22,4,1,5,3,3,1,0,Post-Graduation,22-02-2018,,Work Environment,WFH,2,3,No,Walk-in,Part Time,
31,No,Travel_Rarely,Human Resources,8,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,0,8,3,3,0,2,Graduation,12-06-2018,,Work Accident,WFH,5,3,Yes,Job Portal,Part Time,
45,No,Travel_Rarely,Research & Development,29,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,2,10,4,3,1,2,12th,29-03-2018,,Work Environment,WFH,5,1,No,Job Event,FullTime,
49,No,Travel_Rarely,Research & Development,5,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,1,20,0,3,1,2,12th,23-02-2018,,Salary,WFH,4,0,Yes,Job Event,FullTime,
40,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,3,Divorced,2345,2,No,14,3,1,8,3,3,1,2,PHD,07-04-2018,,Work Environment,WFH,4,1,No,Recruiter,FullTime,
28,Yes,Travel_Frequently,Sales,1,Male,3,1,Sales Representative,3,Married,2909,3,No,15,3,1,5,3,3,1,2,PHD,04-03-2018,,Better Opportunity,OFFICE,1,0,No,Recruiter,Part Time,
55,No,Travel_Rarely,Research & Development,4,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,0,4,2,3,1,2,12th,03-02-2018,,Work Environment,WFH,0,2,No,Walk-in,Contract,
49,No,Travel_Rarely,Research & Development,3,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,1,10,3,3,1,2,12th,14-03-2018,,Better Opportunity,OFFICE,3,2,Yes,Recruiter,Part Time,
29,No,Travel_Frequently,Research & Development,2,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,3,4,3,3,0,2,12th,27-04-2018,,Salary,OFFICE,2,2,No,Recruiter,Contract,
36,No,Travel_Rarely,Sales,2,Male,3,1,Sales Representative,4,Single,2644,3,Yes,21,4,0,7,3,3,1,2,12th,27-02-2018,,Better Opportunity,OFFICE,5,0,Yes,Walk-in,FullTime,
35,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,1,Single,2450,1,No,19,3,0,3,3,3,1,2,Graduation,01-06-2018,,Better Opportunity,WFH,3,3,Yes,Recruiter,Part Time,
38,No,Travel_Rarely,Sales,16,Female,3,2,Sales Executive,2,Single,4198,2,No,12,3,0,8,5,3,1,2,12th,11-04-2018,,Work Accident,WFH,5,1,No,Job Event,FullTime,
36,No,Travel_Frequently,Research & Development,6,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,1,9,3,3,0,2,Graduation,05-02-2018,,Better Opportunity,WFH,0,3,Yes,Job Event,Part Time,
32,No,Travel_Rarely,Research & Development,5,Female,4,1,Research Scientist,4,Married,3312,3,No,17,3,2,6,3,3,0,2,Graduation,01-01-2018,,Work Accident,OFFICE,1,3,Yes,Recruiter,Part Time,
36,No,Travel_Rarely,Research & Development,12,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,7,2,3,1,1,Post-Graduation,16-01-2018,,Work Accident,WFH,3,1,Yes,Walk-in,Part Time,
27,No,Travel_Rarely,Research & Development,8,Female,4,1,Research Scientist,3,Married,3517,7,No,17,3,0,5,0,3,0,2,PHD,05-03-2018,,Work Environment,WFH,3,1,Yes,Job Event,FullTime,
36,No,Travel_Rarely,Research & Development,5,Female,3,3,Healthcare Representative,1,Married,8008,4,No,12,3,2,9,6,3,0,2,Graduation,06-03-2018,,Better Opportunity,OFFICE,2,3,Yes,Walk-in,Contract,
36,No,Non-Travel,Research & Development,1,Female,2,2,Manufacturing Director,3,Married,4374,0,No,15,3,0,4,6,3,1,2,12th,17-03-2018,,Dept.Head,WFH,0,0,No,Walk-in,Part Time,
47,No,Travel_Rarely,Sales,2,Female,4,4,Manager,2,Divorced,15972,6,No,14,3,3,29,2,3,1,2,Graduation,14-03-2018,,Salary,WFH,3,1,Yes,Walk-in,FullTime,
36,No,Travel_Rarely,Research & Development,26,Male,3,2,Healthcare Representative,3,Married,5347,6,No,14,3,2,10,2,3,0,2,12th,19-06-2018,,Better Opportunity,WFH,0,0,Yes,Job Event,Contract,
23,Yes,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,1,3,2,3,0,2,Graduation,10-04-2018,,Better Opportunity,WFH,5,3,No,Job Portal,FullTime,
26,No,Travel_Rarely,Research & Development,17,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,3,0,2,Post-Graduation,21-05-2018,,Work Environment,WFH,1,2,No,Job Event,Contract,
41,No,Non-Travel,Human Resources,4,Male,1,2,Human Resources,2,Married,6430,6,No,19,3,1,10,4,3,1,2,12th,17-06-2018,,Better Opportunity,WFH,1,1,Yes,Walk-in,Part Time,
23,No,Travel_Rarely,Research & Development,4,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,0,3,3,3,1,2,PHD,24-03-2018,,Better Opportunity,WFH,1,2,No,Job Event,Part Time,
29,No,Travel_Frequently,Research & Development,1,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,0,10,5,3,0,2,PHD,21-04-2018,,Salary,OFFICE,4,2,No,Recruiter,Contract,
53,No,Non-Travel,Research & Development,1,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,3,27,2,3,0,2,Post-Graduation,22-02-2018,,Better Opportunity,OFFICE,5,1,No,Job Portal,Contract,
43,No,Non-Travel,Research & Development,9,Male,3,1,Research Scientist,3,Single,2438,4,No,13,3,0,7,2,3,1,2,PHD,05-04-2018,,Work Accident,OFFICE,5,2,Yes,Recruiter,Part Time,
41,No,Travel_Rarely,Research & Development,5,Male,4,2,Healthcare Representative,2,Single,6870,3,No,12,3,0,11,3,3,1,2,PHD,02-05-2018,,Dept.Head,WFH,3,2,Yes,Job Event,Part Time,
31,No,Travel_Frequently,Sales,7,Female,3,3,Sales Executive,1,Married,9637,2,No,14,3,2,9,3,3,2,2,Post-Graduation,26-05-2018,,Dept.Head,OFFICE,1,2,Yes,Job Portal,FullTime,
28,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,1,Married,3591,1,No,25,4,1,3,3,3,1,2,Graduation,28-01-2018,,Salary,OFFICE,2,2,Yes,Job Event,Part Time,
28,No,Non-Travel,Human Resources,1,Male,3,1,Human Resources,4,Divorced,2706,1,No,15,3,1,3,2,3,2,2,Post-Graduation,07-02-2018,,Work Accident,OFFICE,2,0,Yes,Recruiter,Part Time,
29,No,Travel_Rarely,Research & Development,7,Male,3,1,Laboratory Technician,1,Single,2062,3,No,14,3,0,11,2,3,1,2,PHD,16-03-2018,,Work Accident,WFH,5,0,Yes,Job Event,FullTime,
35,No,Travel_Rarely,Research & Development,16,Female,2,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,0,4,2,3,0,2,Graduation,06-05-2018,,Dept.Head,OFFICE,0,1,Yes,Job Portal,Contract,
39,No,Non-Travel,Sales,21,Female,1,2,Sales Executive,3,Married,5736,6,No,19,3,1,10,1,3,1,2,PHD,08-06-2018,,Work Environment,OFFICE,5,0,No,Walk-in,Contract,
22,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,3,Single,3375,0,No,12,3,0,4,2,3,1,2,12th,01-01-2018,,Salary,WFH,0,1,No,Recruiter,Contract,
50,Yes,Travel_Rarely,Sales,28,Male,2,3,Sales Executive,1,Divorced,10854,4,Yes,13,3,1,20,3,3,2,0,Graduation,11-04-2018,,Better Opportunity,OFFICE,3,2,Yes,Job Event,Contract,
28,Yes,Travel_Rarely,Research & Development,24,Male,2,1,Laboratory Technician,3,Single,2028,5,Yes,14,3,0,6,4,4,0,3,Graduation,15-05-2017,,Dept.Head,WFH,2,0,No,Job Portal,FullTime,
24,No,Non-Travel,Research & Development,11,Female,4,2,Manufacturing Director,3,Divorced,4011,0,No,18,3,1,5,5,4,1,3,Graduation,05-04-2017,,Work Accident,WFH,3,1,Yes,Walk-in,FullTime,
34,Yes,Travel_Rarely,Research & Development,6,Male,3,1,Research Scientist,1,Single,2960,2,No,11,3,0,8,2,4,1,3,Post-Graduation,05-04-2017,,Dept.Head,WFH,1,1,Yes,Recruiter,FullTime,
44,No,Travel_Rarely,Research & Development,10,Male,3,2,Healthcare Representative,4,Married,6465,2,Yes,13,3,0,9,5,4,1,3,12th,29-01-2017,,Work Accident,OFFICE,5,3,Yes,Job Event,Part Time,
44,No,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,1,Divorced,5454,5,Yes,21,4,1,9,2,4,1,3,12th,27-06-2017,,Salary,OFFICE,5,3,Yes,Walk-in,FullTime,
35,No,Non-Travel,Research & Development,11,Male,2,3,Healthcare Representative,1,Married,9884,2,Yes,13,3,1,10,3,4,2,3,Post-Graduation,22-05-2017,,Salary,OFFICE,1,1,Yes,Recruiter,Part Time,
59,No,Travel_Frequently,Sales,1,Female,2,2,Sales Executive,3,Single,5473,7,No,11,3,0,20,2,4,1,3,Post-Graduation,07-03-2017,,Better Opportunity,WFH,1,0,Yes,Walk-in,Part Time,
46,No,Travel_Rarely,Human Resources,5,Male,3,2,Human Resources,2,Divorced,5021,8,Yes,22,4,1,16,2,4,0,2,Graduation,27-02-2017,,Work Accident,WFH,2,3,No,Walk-in,FullTime,
51,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,4,Married,2075,3,No,23,4,2,10,4,4,0,3,Post-Graduation,11-02-2017,,Work Environment,OFFICE,4,0,Yes,Job Portal,Contract,
54,No,Travel_Rarely,Research & Development,2,Female,3,3,Research Director,3,Married,13549,9,No,12,3,1,16,5,4,0,3,Graduation,16-02-2017,,Work Accident,WFH,4,0,No,Job Event,FullTime,
51,Yes,Travel_Frequently,Research & Development,8,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,3,0,18,2,4,0,3,Graduation,23-04-2017,,Salary,WFH,1,2,Yes,Job Event,Contract,
34,No,Travel_Frequently,Sales,2,Female,3,1,Sales Representative,3,Married,2231,6,No,18,3,1,6,3,4,1,2,PHD,21-05-2017,,Salary,OFFICE,3,0,No,Walk-in,FullTime,
31,No,Travel_Rarely,Research & Development,12,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,1,7,0,4,0,2,Post-Graduation,12-02-2017,,Work Accident,OFFICE,0,3,Yes,Recruiter,FullTime,
41,Yes,Travel_Rarely,Sales,20,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,0,2,Post-Graduation,03-04-2017,,Better Opportunity,WFH,3,0,Yes,Recruiter,FullTime,
53,No,Travel_Rarely,Research & Development,13,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,4,1,3,12th,22-02-2017,,Dept.Head,OFFICE,1,2,No,Walk-in,Contract,
